# t x1 v1 x2 v2 E_kin E_pot E_tot
2.91000 -0.09744 0.07451 0.09744 -0.07451 0.00555 0.10445 0.11000
2.92000 -0.09665 0.08519 0.09665 -0.08519 0.00726 0.10274 0.11000
2.93000 -0.09574 0.09577 0.09574 -0.09577 0.00917 0.10083 0.11000
2.94000 -0.09473 0.10625 0.09473 -0.10625 0.01129 0.09871 0.11000
2.95000 -0.09362 0.11661 0.09362 -0.11661 0.01360 0.09640 0.11000
2.96000 -0.09240 0.12684 0.09240 -0.12684 0.01609 0.09391 0.11000
2.97000 -0.09108 0.13693 0.09108 -0.13693 0.01875 0.09125 0.11000
2.98000 -0.08966 0.14687 0.08966 -0.14687 0.02157 0.08843 0.11000
2.99000 -0.08814 0.15665 0.08814 -0.15665 0.02454 0.08546 0.11000
3.00000 -0.08653 0.16626 0.08653 -0.16626 0.02764 0.08236 0.11000
3.01000 -0.08482 0.17569 0.08482 -0.17569 0.03087 0.07913 0.11000
3.02000 -0.08301 0.18492 0.08301 -0.18492 0.03419 0.07581 0.11000
3.03000 -0.08112 0.19395 0.08112 -0.19395 0.03762 0.07238 0.11000
3.04000 -0.07914 0.20276 0.07914 -0.20276 0.04111 0.06889 0.11000
3.05000 -0.07707 0.21135 0.07707 -0.21135 0.04467 0.06533 0.11000
3.06000 -0.07491 0.21971 0.07491 -0.21971 0.04827 0.06173 0.11000
3.07000 -0.07267 0.22783 0.07267 -0.22783 0.05191 0.05809 0.11000
3.08000 -0.07035 0.23570 0.07035 -0.23570 0.05555 0.05445 0.11000
3.09000 -0.06796 0.24330 0.06796 -0.24330 0.05920 0.05080 0.11000
3.10000 -0.06549 0.25065 0.06549 -0.25065 0.06282 0.04718 0.11000
3.11000 -0.06295 0.25771 0.06295 -0.25771 0.06641 0.04359 0.11000
3.12000 -0.06034 0.26449 0.06034 -0.26449 0.06996 0.04004 0.11000
3.13000 -0.05766 0.27098 0.05766 -0.27098 0.07343 0.03657 0.11000
3.14000 -0.05492 0.27717 0.05492 -0.27717 0.07683 0.03317 0.11000
3.15000 -0.05212 0.28306 0.05212 -0.28306 0.08012 0.02988 0.11000
3.16000 -0.04926 0.28864 0.04926 -0.28864 0.08331 0.02669 0.11000
3.17000 -0.04634 0.29390 0.04634 -0.29390 0.08637 0.02363 0.11000
3.18000 -0.04338 0.29883 0.04338 -0.29883 0.08930 0.02070 0.11000
3.19000 -0.04037 0.30344 0.04037 -0.30344 0.09207 0.01793 0.11000
3.20000 -0.03731 0.30771 0.03731 -0.30771 0.09469 0.01531 0.11000
3.21000 -0.03422 0.31164 0.03422 -0.31164 0.09712 0.01288 0.11000
3.22000 -0.03108 0.31524 0.03108 -0.31524 0.09937 0.01063 0.11000
3.23000 -0.02791 0.31848 0.02791 -0.31848 0.10143 0.00857 0.11000
3.24000 -0.02471 0.32138 0.02471 -0.32138 0.10328 0.00672 0.11000
3.25000 -0.02149 0.32392 0.02149 -0.32392 0.10492 0.00508 0.11000
3.26000 -0.01824 0.32610 0.01824 -0.32610 0.10634 0.00366 0.11000
3.27000 -0.01496 0.32793 0.01496 -0.32793 0.10754 0.00246 0.11000
3.28000 -0.01168 0.32939 0.01168 -0.32939 0.10850 0.00150 0.11000
3.29000 -0.00838 0.33050 0.00838 -0.33050 0.10923 0.00077 0.11000
