# t x1 v1 x2 v2 E_kin E_pot E_tot
1.88000 -0.03903 -0.09656 0.03903 0.09656 0.00932 0.00168 0.01100
1.89000 -0.03999 -0.09613 0.03999 0.09613 0.00924 0.00176 0.01100
1.90000 -0.04095 -0.09568 0.04095 0.09568 0.00916 0.00184 0.01100
1.91000 -0.04191 -0.09523 0.04191 0.09523 0.00907 0.00193 0.01100
1.92000 -0.04286 -0.09476 0.04286 0.09476 0.00898 0.00202 0.01100
1.93000 -0.04380 -0.09428 0.04380 0.09428 0.00889 0.00211 0.01100
1.94000 -0.04474 -0.09380 0.04474 0.09380 0.00880 0.00220 0.01100
1.95000 -0.04568 -0.09330 0.04568 0.09330 0.00870 0.00230 0.01100
1.96000 -0.04661 -0.09279 0.04661 0.09279 0.00861 0.00239 0.01100
1.97000 -0.04753 -0.09227 0.04753 0.09227 0.00851 0.00249 0.01100
1.98000 -0.04845 -0.09175 0.04845 0.09175 0.00842 0.00258 0.01100
1.99000 -0.04937 -0.09121 0.04937 0.09121 0.00832 0.00268 0.01100
2.00000 -0.05028 -0.09066 0.05028 0.09066 0.00822 0.00278 0.01100
2.01000 -0.05118 -0.09010 0.05118 0.09010 0.00812 0.00288 0.01100
2.02000 -0.05208 -0.08953 0.05208 0.08953 0.00802 0.00298 0.01100
2.03000 -0.05297 -0.08896 0.05297 0.08896 0.00791 0.00309 0.01100
2.04000 -0.05386 -0.08837 0.05386 0.08837 0.00781 0.00319 0.01100
2.05000 -0.05474 -0.08777 0.05474 0.08777 0.00770 0.00330 0.01100
2.06000 -0.05562 -0.08716 0.05562 0.08716 0.00760 0.00340 0.01100
2.07000 -0.05648 -0.08655 0.05648 0.08655 0.00749 0.00351 0.01100
2.08000 -0.05735 -0.08592 0.05735 0.08592 0.00738 0.00362 0.01100
2.09000 -0.05820 -0.08529 0.05820 0.08529 0.00727 0.00373 0.01100
2.10000 -0.05905 -0.08464 0.05905 0.08464 0.00716 0.00384 0.01100
2.11000 -0.05990 -0.08399 0.05990 0.08399 0.00705 0.00395 0.01100
